arabic,sql,db_id
"""قدم تواريخ الإصدار الشهيره المميزه لجميع الفنانين.""",SELECT distinct ( Famous_Release_date ) FROM artist,music_4
"""عوده تواريخ الحفل والنتائج لجميع مهرجانات الموسيقي.""",SELECT distinct ( Famous_Release_date ) FROM artist,music_4
"""ما هي تواريخ الحفل والنتائج لكل مهرجان موسيقي؟""","SELECT Date_of_ceremony , RESULT FROM music_festival",music_4
"""ما هي فئه مهرجانات الموسيقي التي حققت نتيجه 'تم منحها'؟""","SELECT Date_of_ceremony , RESULT FROM music_festival",music_4
"""عوده فئات مهرجانات الموسيقي التي حققت نتيجه 'تم منحها'.""","SELECT Category FROM music_festival WHERE RESULT = ""Awarded""",music_4
"""ما هي أقصي وأدني أسبوع في أعلي جميع الأصوات؟""","SELECT Category FROM music_festival WHERE RESULT = ""Awarded""",music_4
"""عطني أقصي وأدني أسابيع في القمه عبر جميع الأصوات.""","SELECT max ( Weeks_on_Top ) , min ( Weeks_on_Top ) FROM volume",music_4
"""ما هي الأغاني في الأصوات التي كانت في القمه لأكثر من أسبوع واحد؟""","SELECT max ( Weeks_on_Top ) , min ( Weeks_on_Top ) FROM volume",music_4
"""عطني الأغاني المدرجه في الأصوات التي كانت في القمه لأكثر من أسبوع واحد.""",SELECT Song FROM volume WHERE Weeks_on_Top > 1,music_4
"""الرجاء سرد جميع الأغاني في الأصوات بترتيب أبجدي تصاعدي.""",SELECT Song FROM volume WHERE Weeks_on_Top > 1,music_4
"""ما هي الأغاني في الأصوات، مدرجه بترتيب تصاعدي؟""",SELECT Song FROM volume ORDER BY Song,music_4
"""كم عدد الفنانين المميزين الذين يرتبطون بالأصوات؟""",SELECT Song FROM volume ORDER BY Song,music_4
"""عدد الفنانين المميزين الذين لديهم أصوات هو كم؟""",SELECT COUNT ( DISTINCT Artist_ID ) FROM volume,music_4
"""يرجي عرض تاريخ الحفل للأصوات التي استمرت في القمه لأكثر من أسبوعين.""",SELECT COUNT ( DISTINCT Artist_ID ) FROM volume,music_4
"""ما هي تواريخ الحفل في مهرجانات الموسيقي المتعلقه بالأصوات التي استمرت في القمه لأكثر من أسبوعين؟""",SELECT T1.Date_of_ceremony FROM music_festival AS T1 JOIN volume AS T2 ON T1.Volume = T2.Volume_ID WHERE T2.Weeks_on_Top > 2,music_4
"""يرجي عرض الأغاني التي حققت نتيجه 'تم الترشيح' في مهرجانات الموسيقي.""",SELECT T1.Date_of_ceremony FROM music_festival AS T1 JOIN volume AS T2 ON T1.Volume = T2.Volume_ID WHERE T2.Weeks_on_Top > 2,music_4
"""ما هي الأغاني في الأصوات التي أسفرت عن ترشيح في مهرجانات الموسيقي؟""","SELECT T2.Song FROM music_festival AS T1 JOIN volume AS T2 ON T1.Volume = T2.Volume_ID WHERE T1.Result = ""Nominated""",music_4
"""ما هي تواريخ الإصدار للأصوات المرتبطه بالفنان 'Gorgoroth'؟""","SELECT T2.Song FROM music_festival AS T1 JOIN volume AS T2 ON T1.Volume = T2.Volume_ID WHERE T1.Result = ""Nominated""",music_4
"""عوده تواريخ الإصدار للأصوات التي تعود إلي الفنان المسمي Gorgoroth.""","SELECT T2.Issue_Date FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T1.Artist = ""Gorgoroth""",music_4
"""ما هي الأغاني في الأصوات المرتبطه بالفنان الذي تتجاوز عمره 32 عاما أو أكثر؟""","SELECT T2.Issue_Date FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T1.Artist = ""Gorgoroth""",music_4
"""عوده أسماء الأغاني في الأصوات التي تعود إلي فنانين يبلغ عمرهم علي الأقل 32 عاما.""",SELECT T2.Song FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T1.age > = 32,music_4
"""ما هو متوسط عدد الأسابيع في القمه للأصوات المرتبطه بالفنان الذي تبلغ أعماره 25 عاما أو أقل؟""",SELECT T2.Song FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T1.age > = 32,music_4
"""عوده المتوسط ​​لعدد الأسابيع في القمه للأصوات التي تعود إلي الفنانين الذين تبلغ أعمارهم علي الأكثر 25 عاما.""",SELECT avg ( T2.Weeks_on_Top ) FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T1.age < = 25,music_4
"""ما هي العناوين الشهيره للفنانين المرتبطين بالأصوات التي كانت في القمه لأكثر من أسبوعين؟""",SELECT avg ( T2.Weeks_on_Top ) FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T1.age < = 25,music_4
"""عوده العناوين الشهيره للفنانين الذين لديهم أصوات استمرت في القمه لأكثر من أسبوعين.""",SELECT T1.Famous_Title FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T2.Weeks_on_Top > 2,music_4
"""الرجاء سرد العمر والعنوان الشهير للفنانين بترتيب تنازلي حسب العمر.""",SELECT T1.Famous_Title FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T2.Weeks_on_Top > 2,music_4
"""ما هي العناوين الشهيره والأعمار لكل فنان، مدرجه بترتيب تنازلي حسب العمر؟""","SELECT Famous_Title , Age FROM artist ORDER BY Age DESC",music_4
"""ما هو تاريخ الإصدار الشهير للفنان الذي يمتلك أكبر عمر؟""","SELECT Famous_Title , Age FROM artist ORDER BY Age DESC",music_4
"""أرجوك أعطني تاريخ الإصدار الشهير لأقدم فنان.""",SELECT Famous_Release_date FROM artist ORDER BY Age DESC LIMIT 1,music_4
"""يرجي عرض فئات مهرجانات الموسيقي والعدد.""",SELECT Famous_Release_date FROM artist ORDER BY Age DESC LIMIT 1,music_4
"""يرجي إعاده عدد مهرجانات الموسيقي لكل فئه.""","SELECT Category , COUNT ( * ) FROM music_festival GROUP BY Category",music_4
ما هو النتيجه الأكثر شيوعا لمهرجان الموسيقي؟,"SELECT Category , COUNT ( * ) FROM music_festival GROUP BY Category",music_4
أرجوك اعطني النتيجه التي تكرر أكثر في مهرجانات الموسيقي.,SELECT RESULT FROM music_festival GROUP BY RESULT ORDER BY COUNT ( * ) DESC LIMIT 1,music_4
أرجوك عرض تصنيفات مهرجانات الموسيقي حيث يكون العدد أكثر من 1.,SELECT RESULT FROM music_festival GROUP BY RESULT ORDER BY COUNT ( * ) DESC LIMIT 1,music_4
ما هي فئات مهرجانات الموسيقي التي كانت هناك أكثر من مهرجان واحد؟,SELECT Category FROM music_festival GROUP BY Category HAVING COUNT ( * ) > 1,music_4
ما هي الأغنيه في الحجم الذي يحتل أعلي مرتبه لأطول فتره؟,SELECT Category FROM music_festival GROUP BY Category HAVING COUNT ( * ) > 1,music_4
عرض الأغنيه في الحجم الذي قضي أكثر عدد من الأسابيع في الصداره؟,SELECT Song FROM volume ORDER BY Weeks_on_Top DESC LIMIT 1,music_4
العثور علي العناوين الشهيره للفنانين الذين لا يمتلكون أي حجم.,SELECT Song FROM volume ORDER BY Weeks_on_Top DESC LIMIT 1,music_4
ما هي العناوين الشهيره للفنانين الذين لا يمتلكون أي ألبومات؟,SELECT Famous_Title FROM artist WHERE Artist_ID NOT IN ( SELECT Artist_ID FROM volume ),music_4
أظهر العناوين الشهيره للفنانين الذين لديهم كل من الألبومات التي استمرت لأكثر من 2 أسابيع في الصداره والألبومات التي استمرت لأقل من 2 أسابيع في الصداره.,SELECT Famous_Title FROM artist WHERE Artist_ID NOT IN ( SELECT Artist_ID FROM volume ),music_4
ما هي العناوين الشهيره للفنانين الذين ليس لديهم فقط ألبومات استمرت لأكثر من 2 أسابيع في الصداره ولكن أيضا ألبومات استمرت لأقل من 2 أسابيع في الصداره؟,SELECT T1.Famous_Title FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T2.Weeks_on_Top > 2 INTERSECT SELECT T1.Famous_Title FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T2.Weeks_on_Top < 2,music_4
"ما هي تواريخ الحفلات لمهرجانات الموسيقي بتصنيف ""أفضل أغنيه"" ونتيجه ""ممنوحه""؟",SELECT T1.Famous_Title FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T2.Weeks_on_Top > 2 INTERSECT SELECT T1.Famous_Title FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T2.Weeks_on_Top < 2,music_4
"ما هي تواريخ الحفلات المتعلقه بمهرجانات الموسيقي التي كانت لديها فئه ""أفضل أغنيه"" ونتيجه ""ممنوحه""؟","SELECT Date_of_ceremony FROM music_festival WHERE Category = ""Best Song"" AND RESULT = ""Awarded""",music_4
ما هي تاريخ الإصدار للمجلد الذي كان علي رأس القوائم لأقل عدد من الأسابيع؟,"SELECT Date_of_ceremony FROM music_festival WHERE Category = ""Best Song"" AND RESULT = ""Awarded""",music_4
ما هو تاريخ الإصدار للمجلد الذي قضي أقل عدد من الأسابيع علي رأس القوائم؟,SELECT Issue_Date FROM volume ORDER BY Weeks_on_Top ASC LIMIT 1,music_4
كم عدد الفنانين المتميزين الذين لديهم مجلدات؟,SELECT Issue_Date FROM volume ORDER BY Weeks_on_Top ASC LIMIT 1,music_4
عدد الفنانين الذين لديهم مجلدات؟,SELECT COUNT ( DISTINCT Artist_ID ) FROM volume,music_4
أظهر نتائج مهرجانات الموسيقي وعدد المهرجانات التي شاركت في كل منها، مرتبه حسب هذا العدد.,SELECT COUNT ( DISTINCT Artist_ID ) FROM volume,music_4
كم عدد مهرجانات الموسيقي التي حققت كل نوع من النتائج، مرتبه تنازليا حسب العدد؟,"SELECT RESULT , COUNT ( * ) FROM music_festival GROUP BY RESULT ORDER BY COUNT ( * ) DESC",music_4
ما هي تواريخ الإصدار للمجلدات المرتبطه بالفنان الذي يبلغ من العمر 23 عاما أو أقل؟,"SELECT RESULT , COUNT ( * ) FROM music_festival GROUP BY RESULT ORDER BY COUNT ( * ) DESC",music_4
ارجع إلي تواريخ الإصدار للمجلدات التي تم إنشاؤها من قبل الفنانين الذين يكونون في سن 23 عاما علي الأكثر؟,SELECT Issue_Date FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T1.age < = 23,music_4
كم عدد الأفعوانيات؟,SELECT Issue_Date FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID = T2.Artist_ID WHERE T1.age < = 23,music_4
اذكر أسماء الأفعوانيات بترتيب تصاعدي حسب الطول.,SELECT count ( * ) FROM roller_coaster,roller_coaster
ما هي الأطوال والأرتفاعات للأفعوانيات؟,SELECT Name FROM roller_coaster ORDER BY LENGTH ASC,roller_coaster
"أعرض أسماء البلدان التي لغتها ليست ""الألمانيه"".","SELECT LENGTH , Height FROM roller_coaster",roller_coaster
"""أظهر حالات الأفعوانيات التي يزيد طولها عن 3300 أو يزيد ارتفاعها عن 100.""","SELECT Name FROM country WHERE Languages ! = ""German""",roller_coaster
ما هي سرعات أطول أفعوانيه؟,SELECT Status FROM roller_coaster WHERE LENGTH > 3300 OR Height > 100,roller_coaster
ما هي السرعه المتوسطه للأفعوانيات؟,SELECT Speed FROM roller_coaster ORDER BY LENGTH DESC LIMIT 1,roller_coaster
أظهر الحالات المختلفه وأعداد الأفعوانيات لكل حاله.,SELECT avg ( Speed ) FROM roller_coaster,roller_coaster
من فضلك، أظهر الحاله الأكثر شيوعا للأفعوانيات.,"SELECT Status , COUNT ( * ) FROM roller_coaster GROUP BY Status",roller_coaster
اذكر الحاله المشتركه بين أكثر من اثنين من الأفعوانيات.,SELECT Status FROM roller_coaster GROUP BY Status ORDER BY COUNT ( * ) DESC LIMIT 1,roller_coaster
أظهر الحديقه التي تحتوي علي أفعوانيه بأعلي سرعه.,SELECT Status FROM roller_coaster GROUP BY Status HAVING COUNT ( * ) > 2,roller_coaster
أظهر أسماء الأفعوانيات وأسماء البلدان التي يوجدون فيها.,SELECT Park FROM roller_coaster ORDER BY Speed DESC LIMIT 1,roller_coaster
أظهر أسماء البلدان التي تحتوي علي أكثر من أفعوانيه واحده.,"SELECT T2.Name , T1.Name FROM country AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID",roller_coaster
أظهر اسم البلد وعدد سكانه الذي يحتوي علي أعلي أفعوانيه.,SELECT T1.Name FROM country AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID GROUP BY T1.Name HAVING COUNT ( * ) > 1,roller_coaster
أظهر أسماء البلدان والسرعه المتوسطه للأفعوانيات من كل بلد.,"SELECT T1.Name , T1.population FROM country AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID ORDER BY T2.Height DESC LIMIT 1",roller_coaster
كم عدد البلدان التي لا تحتوي علي أفعوانيه طولها أكثر من 3000؟,"SELECT T1.Name , avg ( T2.Speed ) FROM country AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID GROUP BY T1.Name",roller_coaster
ما هي أسماء البلدان، المساحه، وعدد السكان التي تحتوي علي أفعوانيات بسرعه أعلي؟,SELECT count ( * ) FROM country WHERE country_id NOT IN ( SELECT country_id FROM roller_coaster WHERE LENGTH > 3000 ),roller_coaster
كم عدد الرتب المختلفه للقبطان؟,"SELECT T1.name , T1.area , T1.population FROM country AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID WHERE T2.speed > 60 INTERSECT SELECT T1.name , T1.area , T1.population FROM country AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID WHERE T2.speed < 55",roller_coaster
حساب عدد الرتب المختلفه للقبطان.,SELECT count ( DISTINCT rank ) FROM captain,ship_1
كم عدد القباطنه في كل رتبه؟,SELECT count ( DISTINCT rank ) FROM captain,ship_1
حساب عدد القباطنه الذين يحملون كل رتبه.,"SELECT count ( * ) , rank FROM captain GROUP BY rank",ship_1
كم عدد القباطنه الذين تقل أعمارهم عن 50 في كل رتبه؟,"SELECT count ( * ) , rank FROM captain GROUP BY rank",ship_1
حساب عدد القباطنه الذين أعمارهم أقل من 50 في كل رتبه.,"SELECT count ( * ) , rank FROM captain WHERE age < 50 GROUP BY rank",ship_1
فرز جميع أسماء القباطنه حسب أعمارهم من الكبار إلي الصغار.,"SELECT count ( * ) , rank FROM captain WHERE age < 50 GROUP BY rank",ship_1
ما هي أسماء القباطنه، مرتبه حسب العمر بترتيب تنازلي؟,SELECT name FROM captain ORDER BY age DESC,ship_1
العثور علي الاسم، الفئه، والرتبه لجميع القباطنه.,SELECT name FROM captain ORDER BY age DESC,ship_1
ما هي أسماء القباطنه، الفئات، والرتب لجميع القباطنه؟,"SELECT name , CLASS , rank FROM captain",ship_1
أي رتبه هي الأكثر شيوعا بين القباطنه؟,"SELECT name , CLASS , rank FROM captain",ship_1
أعيدوا الرتبه التي يكون فيها أقل عدد من القباطنه.,SELECT rank FROM captain GROUP BY rank ORDER BY count ( * ) DESC LIMIT 1,ship_1
أي الفئات تحتوي علي أكثر من قبطانين؟,SELECT rank FROM captain GROUP BY rank ORDER BY count ( * ) DESC LIMIT 1,ship_1
أعط الفئات التي تحتوي علي أكثر من قبطانين.,SELECT CLASS FROM captain GROUP BY CLASS HAVING count ( * ) > 2,ship_1
"""ابحث عن أسماء القبطان الذين يحملون رتبه ميدشيبمان أو ملازم.""",SELECT CLASS FROM captain GROUP BY CLASS HAVING count ( * ) > 2,ship_1
"""ما هي أسماء القباطنه الذين يحملون إما رتبه ميدشيبمان أو ملازم؟""",SELECT name FROM captain WHERE rank = 'Midshipman' OR rank = 'Lieutenant',ship_1
"""ما هو متوسط وأدني عمر القباطنه في الفئات المختلفه؟""",SELECT name FROM captain WHERE rank = 'Midshipman' OR rank = 'Lieutenant',ship_1
"""ما هو متوسط وأدني عمر القباطنه في كل فئه؟""","SELECT avg ( age ) , min ( age ) , CLASS FROM captain GROUP BY CLASS",ship_1
"""ابحث عن رتبه القبطان التي تحتوي علي بعض القباطنه في فئتي القاطر والقاطر المسلح.""","SELECT avg ( age ) , min ( age ) , CLASS FROM captain GROUP BY CLASS",ship_1
"""ما هي رتب القباطنه الذين ينتمون إلي فئتي القاطر والقاطر المسلح؟""",SELECT rank FROM captain WHERE CLASS = 'Cutter' INTERSECT SELECT rank FROM captain WHERE CLASS = 'Armed schooner',ship_1
"""ابحث عن رتبه القبطان التي لا يوجد فيها أي قبطان في فئه السفينه من الخط الثالث.""",SELECT rank FROM captain WHERE CLASS = 'Cutter' INTERSECT SELECT rank FROM captain WHERE CLASS = 'Armed schooner',ship_1
"""ما هي رتب القباطنه الذين ليس لديهم أي قبطان في فئه السفينه من الخط الثالث؟""",SELECT rank FROM captain EXCEPT SELECT rank FROM captain WHERE CLASS = 'Third-rate ship of the line',ship_1
"""ما هو اسم أصغر قبطان؟""",SELECT rank FROM captain EXCEPT SELECT rank FROM captain WHERE CLASS = 'Third-rate ship of the line',ship_1
"""ارجع باسم أصغر قبطان.""",SELECT name FROM captain ORDER BY age LIMIT 1,ship_1
"""كم عدد السفن؟""",SELECT name FROM captain ORDER BY age LIMIT 1,ship_1
"""عدد السفن؟""",SELECT count ( * ) FROM ship,ship_1
"""ابحث عن اسم السفينه ونوعها وعلمها الذي تم بناؤها في أحدث سنه.""",SELECT count ( * ) FROM ship,ship_1
"""ما هو اسم السفينه ونوعها وعلمها التي تم بناؤها في أحدث سنه؟""","SELECT name , TYPE , flag FROM ship ORDER BY built_year DESC LIMIT 1",ship_1
"""قم بتجميع السفن حسب العلم، وأرجع عدد السفن التي تحمل كل علم.""","SELECT name , TYPE , flag FROM ship ORDER BY built_year DESC LIMIT 1",ship_1
"""ما هي الأعلام المختلفه للسفن، وكم عدد السفن التي تحمل كل منها؟""","SELECT count ( * ) , flag FROM ship GROUP BY flag",ship_1
"""أي علم يستخدم علي نطاق واسع بين جميع السفن؟""","SELECT count ( * ) , flag FROM ship GROUP BY flag",ship_1
"""ارجع بالعلم الذي يكون الأكثر شيوعا بين جميع السفن.""",SELECT flag FROM ship GROUP BY flag ORDER BY count ( * ) DESC LIMIT 1,ship_1
"""أورد جميع أسماء السفن في ترتيب سنه البناء والفئه.""",SELECT flag FROM ship GROUP BY flag ORDER BY count ( * ) DESC LIMIT 1,ship_1
"""ما هي أسماء السفن، مرتبه حسب سنه البناء وفئتها؟""","SELECT name FROM ship ORDER BY built_year , CLASS",ship_1
"""ابحث عن نوع السفينه الذي يستخدمه كل من السفن ذات الأعلام البنميه والمالطيه.""","SELECT name FROM ship ORDER BY built_year , CLASS",ship_1
"""ما هي أنواع السفن التي تحمل كل من السفن ذات الأعلام البنميه والمالطيه؟""",SELECT TYPE FROM ship WHERE flag = 'Panama' INTERSECT SELECT TYPE FROM ship WHERE flag = 'Malta',ship_1
"""في أي سنه تم بناء معظم السفن؟""",SELECT TYPE FROM ship WHERE flag = 'Panama' INTERSECT SELECT TYPE FROM ship WHERE flag = 'Malta',ship_1
"""في أي سنه تم بناء معظم السفن؟""",SELECT built_year FROM ship GROUP BY built_year ORDER BY count ( * ) DESC LIMIT 1,ship_1
"""ابحث عن أسماء السفن التي تحتوي علي أكثر من قبطان واحد.""",SELECT built_year FROM ship GROUP BY built_year ORDER BY count ( * ) DESC LIMIT 1,ship_1
"""ما هي أسماء السفن التي تحتوي علي أكثر من قبطان واحد؟""",SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id = t2.ship_id GROUP BY t2.ship_id HAVING count ( * ) > 1,ship_1
"""ما هي أسماء وفئات السفن التي لا تملك أي قبطان حتي الآن؟""",SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id = t2.ship_id GROUP BY t2.ship_id HAVING count ( * ) > 1,ship_1
"""ارجع باسماء وفئات السفن التي لا تحتوي علي قبطان؟""","SELECT name , CLASS FROM ship WHERE ship_id NOT IN ( SELECT ship_id FROM captain )",ship_1
"""ابحث عن اسم السفينه التي يقودها أصغر قبطان.""","SELECT name , CLASS FROM ship WHERE ship_id NOT IN ( SELECT ship_id FROM captain )",ship_1
"""ما هو اسم السفينه التي يقودها أصغر قبطان؟""",SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id = t2.ship_id ORDER BY t2.age LIMIT 1,ship_1
"""ابحث عن أسماء وأعلام السفن التي لا تقودها أي قبطان لديه رتبه ميدشيبمان.""",SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id = t2.ship_id ORDER BY t2.age LIMIT 1,ship_1
"""ما هي أسماء وأعلام السفن التي لا تحتوي علي قبطان لديه رتبه ميدشيبمان؟""","SELECT name , flag FROM ship WHERE ship_id NOT IN ( SELECT ship_id FROM captain WHERE rank = 'Midshipman' )",ship_1
"""ابحث عن أسماء السفن التي يقودها قبطان لديه رتبه ميدشيبمان وقبطان لديه رتبه ملازم.""","SELECT name , flag FROM ship WHERE ship_id NOT IN ( SELECT ship_id FROM captain WHERE rank = 'Midshipman' )",ship_1
"""ما هي أسماء السفن التي تقودها كل من قبطان لديه رتبه ميدشيبمان وقبطان لديه رتبه ملازم؟""",SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id = t2.ship_id WHERE t2.rank = 'Midshipman' INTERSECT SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id = t2.ship_id WHERE t2.rank = 'Lieutenant',ship_1
"""ما هو معرف المدينه التي استضافت الفعاليات في السنه الأحدث؟""",SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id = t2.ship_id WHERE t2.rank = 'Midshipman' INTERSECT SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id = t2.ship_id WHERE t2.rank = 'Lieutenant',ship_1
"""ابحث عن المدينه التي استضافت بعض الفعاليات في السنه الأحدث. ما هو معرف هذه المدينه؟""",SELECT host_city FROM hosting_city ORDER BY YEAR DESC LIMIT 1,city_record
"""ابحث عن معرفات المباريات للمدن التي استضافت منافسه 'تصفيات كأس العالم لكره القدم 1994'؟""",SELECT host_city FROM hosting_city ORDER BY YEAR DESC LIMIT 1,city_record
"""ما هو معرف المباراه للمنافسه المسماه 'تصفيات كأس العالم لكره القدم 1994'؟""","SELECT match_id FROM MATCH WHERE competition = ""1994 FIFA World Cup qualification""",city_record
"""ابحث عن المدن التي كانت مضيفه للأحداث بعد عام 2010؟""","SELECT match_id FROM MATCH WHERE competition = ""1994 FIFA World Cup qualification""",city_record
"""أي مدن كانت مضيفه للأحداث بعد عام 2010؟""",SELECT T1.city FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id = T2.host_city WHERE T2.year > 2010,city_record
"""أي مدينه استضافت أكبر عدد من الفعاليات؟""",SELECT T1.city FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id = T2.host_city WHERE T2.year > 2010,city_record
"""ابحث عن المدينه التي استضافت أكبر عدد من الفعاليات.""",SELECT T1.city FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id = T2.host_city GROUP BY T2.host_city ORDER BY count ( * ) DESC LIMIT 1,city_record
"""ما هو موقع مسابقه 'تصفيات كأس العالم لكره القدم 1994' التي استضافتها 'نانجينغ (جيانغسو)'؟""",SELECT T1.city FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id = T2.host_city GROUP BY T2.host_city ORDER BY count ( * ) DESC LIMIT 1,city_record
"""ابحث عن موقع مسابقه 'تصفيات كأس العالم لكره القدم 1994' التي استضافتها 'نانجينغ (جيانغسو)'.""","SELECT T3.venue FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id = T2.host_city JOIN MATCH AS T3 ON T2.match_id = T3.match_id WHERE T1.city = ""Nanjing ( Jiangsu ) "" AND T3.competition = ""1994 FIFA World Cup qualification""",city_record
"""ما هي درجه حراره شانغهاي في يناير؟""","SELECT T3.venue FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id = T2.host_city JOIN MATCH AS T3 ON T2.match_id = T3.match_id WHERE T1.city = ""Nanjing ( Jiangsu ) "" AND T3.competition = ""1994 FIFA World Cup qualification""",city_record
"""ما هي درجه حراره مدينه 'شانغهاي' في يناير؟""","SELECT T2.Jan FROM city AS T1 JOIN temperature AS T2 ON T1.city_id = T2.city_id WHERE T1.city = ""Shanghai""",city_record
"""ما هو عام استضافه مدينه 'تايتشو (تشجيانغ)'؟""","SELECT T2.Jan FROM city AS T1 JOIN temperature AS T2 ON T1.city_id = T2.city_id WHERE T1.city = ""Shanghai""",city_record
"""في أي عام خدمت مدينه 'تايتشو (تشجيانغ)' كمدينه مضيفه؟""","SELECT T2.year FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id = T2.host_city WHERE T1.city = ""Taizhou ( Zhejiang ) """,city_record
"""ما هي الثلاث مدن التي تحتوي علي أكبر تعداد سكان إقليمي؟""","SELECT T2.year FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id = T2.host_city WHERE T1.city = ""Taizhou ( Zhejiang ) """,city_record
"""ما هي أكبر ثلاث مدن من حيث تعداد السكان الإقليمي؟""",SELECT city FROM city ORDER BY regional_population DESC LIMIT 3,city_record
"""أي مدينه لديها أدني الناتج المحلي الإجمالي؟ يرجي سرد اسم المدينه وناتجها المحلي الإجمالي.""",SELECT city FROM city ORDER BY regional_population DESC LIMIT 3,city_record
"""ما هي المدينه ذات الناتج المحلي الإجمالي الأدني؟ الرجاء إعاده اسم المدينه وناتجها المحلي الإجمالي.""","SELECT city , GDP FROM city ORDER BY GDP LIMIT 1",city_record
"""أي مدينه لديها أعلي درجه حراره في شهر فبراير؟""","SELECT city , GDP FROM city ORDER BY GDP LIMIT 1",city_record
"""في شهر فبراير، أي مدينه تسجل أعلي درجه حراره؟""",SELECT T1.city FROM city AS T1 JOIN temperature AS T2 ON T1.city_id = T2.city_id ORDER BY T2.Feb DESC LIMIT 1,city_record
"""أعطني قائمه بالمدن التي درجه حرارتها في شهر مارس أقل من درجه حرارتها في يوليو أو أعلي من درجه حرارتها في أكتوبر؟""",SELECT T1.city FROM city AS T1 JOIN temperature AS T2 ON T1.city_id = T2.city_id ORDER BY T2.Feb DESC LIMIT 1,city_record
"""ما هي المدن التي درجه حرارتها في شهر مارس أقل من درجه حرارتها في يوليو أو أعلي من درجه حرارتها في أكتوبر؟""",SELECT T1.city FROM city AS T1 JOIN temperature AS T2 ON T1.city_id = T2.city_id WHERE T2.Mar < T2.Jul OR T2.Mar > T2.Oct,city_record
"""أعطني قائمه بالمدن التي درجه حرارتها في مارس أقل من درجه حرارتها في يوليو والتي كانت أيضا مدنا مضيفه؟""",SELECT T1.city FROM city AS T1 JOIN temperature AS T2 ON T1.city_id = T2.city_id WHERE T2.Mar < T2.Jul OR T2.Mar > T2.Oct,city_record
"""أي مدن تتمتع بدرجه حراره أقل في شهر مارس منها في يوليو وكانت مدنا مضيفه في وقت ما؟""",SELECT T1.city FROM city AS T1 JOIN temperature AS T2 ON T1.city_id = T2.city_id WHERE T2.Mar < T2.Jul INTERSECT SELECT T3.city FROM city AS T3 JOIN hosting_city AS T4 ON T3.city_id = T4.host_city,city_record
"""أعطني قائمه بالمدن التي تكون درجه حرارتها في مارس أقل من درجتها في ديسمبر والتي لم تكن أبدا مدنا مضيفه.""",SELECT T1.city FROM city AS T1 JOIN temperature AS T2 ON T1.city_id = T2.city_id WHERE T2.Mar < T2.Jul INTERSECT SELECT T3.city FROM city AS T3 JOIN hosting_city AS T4 ON T3.city_id = T4.host_city,city_record
